Table of contents,,,,,,,,,,,
"SHS clients, by state/territory, age group and sex, July 2017 to June 2021",,,,,,,,,,,
,,,,,,,,,,,
Month,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
APR20,Male,18–19 years,538,505,233,96,128,61,40,47,"1,648"
APR20,Male,20–24 years,"1,027","1,040",357,140,255,110,51,61,"3,034"
APR20,Male,25–29 years,485,879,283,96,159,95,49,46,"2,087"
APR20,Male,30–34 years,480,977,320,123,172,83,63,58,"2,272"
APR20,Male,35–39 years,603,"1,107",395,150,217,101,67,59,"2,689"
APR20,Male,40–44 years,614,"1,105",350,140,212,103,70,71,"2,655"
APR20,Male,45–49 years,631,"1,066",353,158,185,108,60,68,"2,621"
APR20,Male,50–54 years,569,734,275,132,143,88,51,75,"2,066"
APR20,Male,55–59 years,341,498,180,75,94,54,36,56,"1,330"
APR20,Male,60–64 years,201,297,109,59,46,22,21,46,801
APR20,Male,65+ years,241,499,111,63,55,44,17,46,"1,075"
APR20,Male,All Males,"9,276","12,733","5,014","1,969","2,462","1,044",846,"1,221","34,508"
APR20,Total,0–4 years,"2,318","2,527","1,431",464,580,94,225,310,"7,946"
APR20,Total,5–9 years,"1,700","2,314","1,175",357,369,73,168,355,"6,505"
APR20,Total,10–14 years,"1,636","1,843","1,020",351,323,72,119,373,"5,731"
APR20,Total,15–17 years,"1,737","1,411",720,328,377,140,121,250,"5,076"
APR20,Total,18–19 years,"1,515","1,353",580,275,359,158,101,134,"4,467"
APR20,Total,20–24 years,"2,888","3,264","1,138",545,843,288,172,244,"9,363"
APR20,Total,25–29 years,"1,754","3,079",971,431,567,226,192,200,"7,403"
APR20,Total,30–34 years,"1,656","3,480","1,006",564,631,230,172,245,"7,968"
APR20,Total,35–39 years,"1,719","3,410","1,099",550,646,252,168,232,"8,049"
APR20,Total,40–44 years,"1,593","3,097",924,477,524,191,157,202,"7,144"
APR20,Total,45–49 years,"1,483","2,589",783,428,436,184,102,204,"6,193"
APR20,Total,50–54 years,"1,120","1,820",564,294,300,168,88,162,"4,511"
APR20,Total,55–59 years,646,"1,139",354,163,185,95,61,111,"2,748"
APR20,Total,60–64 years,401,708,222,125,100,45,32,97,"1,730"
APR20,Total,65+ years,531,"1,159",222,137,111,84,29,80,"2,352"
APR20,Total,All Ages,"22,697","33,193","12,209","5,489","6,351","2,300","1,907","3,199","87,186"
MAR20,Female,0–4 years,"1,156","1,315",798,268,291,57,98,127,"4,100"
MAR20,Female,5–9 years,892,"1,164",657,189,209,38,70,127,"3,341"
MAR20,Female,10–14 years,996,951,606,182,196,37,51,209,"3,225"
MAR20,Female,15–17 years,"1,172",816,479,235,258,95,74,158,"3,277"
MAR20,Female,18–19 years,982,882,355,187,233,97,65,99,"2,893"
MAR20,Female,20–24 years,"1,936","2,309",851,405,574,198,121,209,"6,586"
MAR20,Female,25–29 years,"1,302","2,296",697,393,379,152,143,183,"5,530"
MAR20,Female,30–34 years,"1,271","2,553",734,481,474,158,115,210,"5,977"
MAR20,Female,35–39 years,"1,234","2,447",728,469,435,163,100,203,"5,760"
MAR20,Female,40–44 years,984,"2,093",568,380,325,89,92,140,"4,663"
MAR20,Female,45–49 years,937,"1,630",450,281,275,74,44,133,"3,815"
MAR20,Female,50–54 years,601,"1,127",299,206,141,83,41,92,"2,587"
MAR20,Female,55–59 years,310,704,172,115,94,42,30,74,"1,539"
MAR20,Female,60–64 years,213,453,123,78,47,27,11,50,"1,002"
MAR20,Female,65+ years,305,734,118,109,54,37,12,33,"1,400"
MAR20,Female,All Females,"14,291","21,474","7,635","3,978","3,985","1,347","1,067","2,047","55,695"
MAR20,Male,0–4 years,"1,271","1,325",747,261,292,47,105,126,"4,173"
MAR20,Male,5–9 years,913,"1,227",615,217,212,42,82,124,"3,430"
MAR20,Male,10–14 years,847,971,530,204,200,38,66,163,"3,014"
MAR20,Male,15–17 years,716,627,305,123,162,55,43,104,"2,131"
MAR20,Male,18–19 years,559,528,255,100,131,66,41,43,"1,723"
MAR20,Male,20–24 years,"1,074","1,034",375,161,267,121,52,61,"3,141"
MAR20,Male,25–29 years,515,854,266,105,138,92,42,55,"2,065"
MAR20,Male,30–34 years,496,862,305,144,178,88,62,64,"2,192"
MAR20,Male,35–39 years,639,"1,050",384,178,219,109,65,73,"2,708"
MAR20,Male,40–44 years,637,"1,060",307,164,216,107,73,86,"2,638"
MAR20,Male,45–49 years,682,"1,010",350,194,166,109,66,74,"2,645"
MAR20,Male,50–54 years,574,698,269,131,119,88,46,75,"1,999"
MAR20,Male,55–59 years,369,511,172,106,87,54,38,59,"1,394"
MAR20,Male,60–64 years,205,286,128,55,48,24,24,44,814
MAR20,Male,65+ years,238,550,100,92,61,47,19,48,"1,153"
MAR20,Male,All Males,"9,735","12,593","5,108","2,235","2,496","1,087",824,"1,199","35,220"
MAR20,Total,0–4 years,"2,427","2,640","1,545",529,583,104,203,253,"8,273"
MAR20,Total,5–9 years,"1,805","2,391","1,272",406,421,80,152,251,"6,771"
MAR20,Total,10–14 years,"1,843","1,922","1,136",386,396,75,117,372,"6,239"
MAR20,Total,15–17 years,"1,888","1,443",784,358,420,150,117,262,"5,408"
MAR20,Total,18–19 years,"1,541","1,410",610,287,364,163,106,142,"4,616"
MAR20,Total,20–24 years,"3,010","3,343","1,226",566,841,319,173,270,"9,727"
MAR20,Total,25–29 years,"1,817","3,150",963,498,517,244,185,238,"7,595"
MAR20,Total,30–34 years,"1,767","3,415","1,039",625,652,246,177,274,"8,169"
MAR20,Total,35–39 years,"1,873","3,497","1,112",647,654,272,165,276,"8,468"
MAR20,Total,40–44 years,"1,621","3,153",875,544,541,196,165,226,"7,301"
MAR20,Total,45–49 years,"1,619","2,640",800,475,441,183,110,207,"6,460"
MAR20,Total,50–54 years,"1,175","1,825",568,337,260,171,87,167,"4,586"
MAR20,Total,55–59 years,679,"1,215",344,221,181,96,68,133,"2,933"
MAR20,Total,60–64 years,418,739,251,133,95,51,35,94,"1,816"
MAR20,Total,65+ years,543,"1,284",218,201,115,84,31,81,"2,553"
MAR20,Total,All Ages,"24,026","34,067","12,743","6,213","6,481","2,434","1,891","3,246","90,915"
FEB20,Female,0–4 years,"1,153","1,233",879,306,269,61,85,124,"4,108"
FEB20,Female,5–9 years,847,"1,141",691,196,200,35,60,121,"3,289"
FEB20,Female,10–14 years,953,922,624,173,182,31,48,186,"3,118"
FEB20,Female,15–17 years,"1,139",792,486,228,240,101,71,160,"3,210"
FEB20,Female,18–19 years,988,898,381,190,238,96,62,104,"2,951"
FEB20,Female,20–24 years,"1,899","2,268",889,421,587,198,130,194,"6,573"
FEB20,Female,25–29 years,"1,243","2,318",730,428,386,142,121,178,"5,533"
FEB20,Female,30–34 years,"1,304","2,463",753,463,466,150,115,191,"5,883"
FEB20,Female,35–39 years,"1,233","2,433",745,468,430,164,95,198,"5,742"
FEB20,Female,40–44 years,978,"2,106",585,383,291,99,85,151,"4,670"
FEB20,Female,45–49 years,900,"1,629",477,291,242,78,44,131,"3,785"
FEB20,Female,50–54 years,575,"1,160",302,180,148,80,46,97,"2,585"
FEB20,Female,55–59 years,326,709,183,112,98,46,26,73,"1,571"
FEB20,Female,60–64 years,209,453,123,69,51,26,10,46,987
FEB20,Female,65+ years,287,739,109,92,41,33,14,36,"1,350"
FEB20,Female,All Females,"14,034","21,264","7,957","4,000","3,869","1,340","1,012","1,990","55,355"
FEB20,Male,0–4 years,"1,231","1,295",802,271,272,49,106,135,"4,160"
FEB20,Male,5–9 years,899,"1,228",660,225,186,35,68,118,"3,417"
FEB20,Male,10–14 years,838,994,536,206,190,38,55,165,"3,020"
FEB20,Male,15–17 years,699,624,301,108,165,53,44,94,"2,086"
FEB20,Male,18–19 years,557,527,264,106,136,61,40,51,"1,739"
FEB20,Male,20–24 years,"1,063","1,059",393,176,256,129,51,66,"3,187"
FEB20,Male,25–29 years,492,845,266,108,140,92,45,60,"2,044"
FEB20,Male,30–34 years,498,882,311,155,148,88,64,69,"2,207"
FEB20,Male,35–39 years,684,991,380,183,203,107,62,72,"2,672"
FEB20,Male,40–44 years,630,"1,046",321,161,191,101,68,84,"2,591"
FEB20,Male,45–49 years,712,981,342,182,156,100,62,72,"2,602"
FEB20,Male,50–54 years,580,729,282,143,106,79,42,77,"2,033"
FEB20,Male,55–59 years,386,489,180,103,84,56,36,65,"1,394"
FEB20,Male,60–64 years,216,301,123,67,46,28,22,40,842
FEB20,Male,65+ years,240,557,100,94,57,43,22,52,"1,163"
FEB20,Male,All Males,"9,725","12,548","5,261","2,288","2,336","1,059",787,"1,220","35,157"
FEB20,Total,0–4 years,"2,384","2,528","1,681",577,541,110,191,259,"8,268"
FEB20,Total,5–9 years,"1,746","2,369","1,351",421,386,70,128,239,"6,706"
FEB20,Total,10–14 years,"1,791","1,916","1,160",379,372,69,103,351,"6,138"
FEB20,Total,15–17 years,"1,838","1,416",787,336,405,154,115,254,"5,296"
FEB20,Total,18–19 years,"1,545","1,425",645,296,374,157,102,155,"4,690"
FEB20,Total,20–24 years,"2,962","3,327","1,282",597,843,327,181,260,"9,760"
FEB20,Total,25–29 years,"1,735","3,163",996,536,526,234,166,238,"7,577"
FEB20,Total,30–34 years,"1,802","3,345","1,064",618,614,238,179,260,"8,090"
FEB20,Total,35–39 years,"1,917","3,424","1,125",651,633,271,157,270,"8,414"
FEB20,Total,40–44 years,"1,608","3,152",906,544,482,200,153,235,"7,261"
FEB20,Total,45–49 years,"1,612","2,610",819,473,398,178,106,203,"6,387"
FEB20,Total,50–54 years,"1,155","1,889",584,323,254,159,88,174,"4,618"
FEB20,Total,55–59 years,712,"1,198",363,215,182,102,62,138,"2,965"
FEB20,Total,60–64 years,425,754,246,136,97,54,32,86,"1,829"
FEB20,Total,65+ years,527,"1,296",209,186,98,76,36,88,"2,513"
FEB20,Total,All Ages,"23,759","33,812","13,218","6,288","6,205","2,399","1,799","3,210","90,512"
JAN20,Female,0–4 years,"1,143","1,313",873,290,270,65,85,109,"4,141"
JAN20,Female,5–9 years,777,"1,178",696,226,182,35,62,120,"3,274"
JAN20,Female,10–14 years,882,987,553,197,188,37,52,186,"3,081"
JAN20,Female,15–17 years,"1,074",816,465,225,249,106,68,157,"3,155"
JAN20,Female,18–19 years,950,881,363,180,242,104,68,86,"2,864"
JAN20,Female,20–24 years,"1,837","2,240",900,416,561,200,118,197,"6,447"
JAN20,Female,25–29 years,"1,240","2,286",716,422,375,120,124,172,"5,441"
JAN20,Female,30–34 years,"1,282","2,413",703,479,458,136,116,195,"5,759"
JAN20,Female,35–39 years,"1,193","2,363",716,457,397,160,88,182,"5,535"
JAN20,Female,40–44 years,980,"2,036",588,393,314,89,79,152,"4,621"
JAN20,Female,45–49 years,921,"1,664",460,320,238,84,47,123,"3,851"
JAN20,Female,50–54 years,591,"1,129",289,209,157,83,40,86,"2,580"
JAN20,Female,55–59 years,362,677,164,110,93,45,24,74,"1,547"
JAN20,Female,60–64 years,188,489,119,71,50,25,10,47,998
JAN20,Female,65+ years,284,743,106,100,40,36,18,41,"1,368"
JAN20,Female,All Females,"13,704","21,215","7,711","4,095","3,814","1,325",999,"1,927","54,662"
JAN20,Male,0–4 years,"1,202","1,410",773,299,277,50,105,133,"4,244"
JAN20,Male,5–9 years,842,"1,290",614,243,190,41,67,95,"3,380"
JAN20,Male,10–14 years,759,"1,006",486,175,186,41,58,176,"2,883"
JAN20,Male,15–17 years,630,638,296,92,168,49,44,105,"2,021"
JAN20,Male,18–19 years,546,546,254,103,127,60,43,56,"1,734"
JAN20,Male,20–24 years,"1,056","1,028",404,169,273,129,48,57,"3,153"
JAN20,Male,25–29 years,485,828,271,119,152,89,45,52,"2,034"
JAN20,Male,30–34 years,491,876,301,151,153,89,58,61,"2,173"
JAN20,Male,35–39 years,666,"1,028",377,182,208,117,70,73,"2,711"
JAN20,Male,40–44 years,652,"1,065",335,185,192,105,69,86,"2,677"
JAN20,Male,45–49 years,710,993,327,194,154,113,61,72,"2,615"
JAN20,Male,50–54 years,576,738,292,148,107,84,43,73,"2,055"
JAN20,Male,55–59 years,373,511,169,98,89,53,36,56,"1,382"
JAN20,Male,60–64 years,210,310,109,63,51,30,20,41,834
JAN20,Male,65+ years,231,562,98,87,55,46,27,47,"1,153"
JAN20,Male,All Males,"9,429","12,829","5,106","2,308","2,382","1,096",794,"1,183","35,049"
JAN20,Total,0–4 years,"2,345","2,723","1,646",589,547,115,190,242,"8,385"
JAN20,Total,5–9 years,"1,619","2,468","1,310",469,372,76,129,215,"6,654"
JAN20,Total,10–14 years,"1,641","1,993","1,039",372,374,78,110,362,"5,964"
JAN20,Total,15–17 years,"1,704","1,454",761,317,417,155,112,262,"5,176"
JAN20,Total,18–19 years,"1,496","1,427",617,283,369,164,111,142,"4,598"
JAN20,Total,20–24 years,"2,893","3,268","1,304",585,834,329,166,254,"9,600"
JAN20,Total,25–29 years,"1,725","3,114",987,541,527,209,169,224,"7,475"
JAN20,Total,30–34 years,"1,773","3,289","1,004",630,611,225,174,256,"7,932"
JAN20,Total,35–39 years,"1,859","3,391","1,093",639,605,277,158,255,"8,246"
JAN20,Total,40–44 years,"1,632","3,101",923,578,506,194,148,238,"7,298"
JAN20,Total,45–49 years,"1,631","2,657",787,514,392,197,108,195,"6,466"
JAN20,Total,50–54 years,"1,167","1,867",581,357,264,167,83,159,"4,635"
JAN20,Total,55–59 years,735,"1,188",333,208,182,98,60,130,"2,929"
JAN20,Total,60–64 years,398,799,228,134,101,55,30,88,"1,832"
JAN20,Total,65+ years,515,"1,305",204,187,95,82,45,88,"2,521"
JAN20,Total,All Ages,"23,133","34,044","12,817","6,403","6,196","2,421","1,793","3,110","89,711"
DEC19,Female,0–4 years,"1,058","1,319",777,269,291,54,82,120,"3,962"
DEC19,Female,5–9 years,730,"1,209",634,216,208,37,54,140,"3,226"
DEC19,Female,10–14 years,864,"1,023",528,210,199,40,49,227,"3,139"
DEC19,Female,15–17 years,"1,060",815,438,237,253,98,65,123,"3,086"
DEC19,Female,18–19 years,907,881,350,171,245,101,60,84,"2,793"
DEC19,Female,20–24 years,"1,791","2,187",745,407,561,187,113,200,"6,174"
DEC19,Female,25–29 years,"1,155","2,232",678,436,364,126,115,162,"5,250"
DEC19,Female,30–34 years,"1,224","2,453",629,515,436,137,120,192,"5,688"
DEC19,Female,35–39 years,"1,128","2,344",637,442,394,151,89,187,"5,356"
DEC19,Female,40–44 years,939,"1,935",514,367,295,96,75,138,"4,349"
DEC19,Female,45–49 years,871,"1,607",400,294,226,90,37,114,"3,631"
DEC19,Female,50–54 years,547,"1,076",265,183,127,77,40,97,"2,408"
DEC19,Female,55–59 years,348,681,169,116,91,48,27,63,"1,541"
DEC19,Female,60–64 years,185,483,109,69,47,21,9,47,969
DEC19,Female,65+ years,264,693,102,86,44,39,12,36,"1,276"
DEC19,Female,All Females,"13,071","20,938","6,975","4,018","3,781","1,302",947,"1,930","52,848"
DEC19,Male,0–4 years,"1,127","1,348",718,313,315,34,99,136,"4,086"
DEC19,Male,5–9 years,803,"1,312",547,259,197,36,68,98,"3,318"
DEC19,Male,10–14 years,771,"1,016",452,206,192,31,47,188,"2,900"
DEC19,Male,15–17 years,623,648,286,110,192,52,41,105,"2,055"
DEC19,Male,18–19 years,522,525,261,100,129,62,42,52,"1,689"
DEC19,Male,20–24 years,989,"1,019",383,162,273,121,39,56,"3,036"
DEC19,Male,25–29 years,441,794,254,109,135,89,45,51,"1,907"
DEC19,Male,30–34 years,461,830,274,152,157,88,53,50,"2,058"
DEC19,Male,35–39 years,625,924,334,181,185,104,60,84,"2,485"
DEC19,Male,40–44 years,620,"1,022",296,171,176,107,64,79,"2,527"
DEC19,Male,45–49 years,668,944,329,172,144,108,62,73,"2,492"
DEC19,Male,50–54 years,551,695,251,148,106,79,42,70,"1,932"
DEC19,Male,55–59 years,369,477,153,92,83,59,32,54,"1,315"
DEC19,Male,60–64 years,197,294,112,65,50,26,16,40,800
DEC19,Male,65+ years,221,523,107,80,44,42,26,45,"1,087"
DEC19,Male,All Males,"8,988","12,371","4,757","2,320","2,378","1,038",736,"1,181","33,687"
DEC19,Total,0–4 years,"2,185","2,667","1,495",582,606,88,181,256,"8,048"
DEC19,Total,5–9 years,"1,533","2,521","1,181",475,405,73,122,238,"6,544"
DEC19,Total,10–14 years,"1,635","2,039",980,416,391,71,96,415,"6,039"
DEC19,Total,15–17 years,"1,683","1,463",724,347,445,150,106,228,"5,141"
DEC19,Total,18–19 years,"1,429","1,406",611,271,374,163,102,136,"4,482"
DEC19,Total,20–24 years,"2,780","3,206","1,128",569,834,308,152,256,"9,210"
DEC19,Total,25–29 years,"1,596","3,026",932,545,499,215,160,213,"7,157"
DEC19,Total,30–34 years,"1,685","3,283",903,667,593,225,173,242,"7,746"
DEC19,Total,35–39 years,"1,753","3,268",971,623,579,255,149,271,"7,841"
DEC19,Total,40–44 years,"1,559","2,957",810,538,471,203,139,217,"6,876"
DEC19,Total,45–49 years,"1,539","2,551",729,466,370,198,99,187,"6,123"
DEC19,Total,50–54 years,"1,098","1,771",516,331,233,156,82,167,"4,340"
DEC19,Total,55–59 years,717,"1,158",322,208,174,107,59,117,"2,856"
DEC19,Total,60–64 years,382,777,221,134,97,47,25,87,"1,769"
DEC19,Total,65+ years,485,"1,216",209,166,88,81,38,81,"2,363"
DEC19,Total,All Ages,"22,059","33,309","11,732","6,338","6,159","2,340","1,683","3,111","86,535"
NOV19,Female,0–4 years,"1,089","1,346",799,275,302,45,84,132,"4,071"
NOV19,Female,5–9 years,771,"1,236",638,229,197,30,56,154,"3,309"
NOV19,Female,10–14 years,873,"1,039",528,216,201,38,49,200,"3,142"
NOV19,Female,15–17 years,"1,189",818,458,255,272,109,71,159,"3,322"
NOV19,Female,18–19 years,977,898,363,176,245,106,62,83,"2,900"
NOV19,Female,20–24 years,"1,884","2,137",778,421,568,196,119,200,"6,286"
NOV19,Female,25–29 years,"1,200","2,238",719,445,398,132,114,189,"5,421"
NOV19,Female,30–34 years,"1,295","2,344",680,525,447,138,116,192,"5,719"
NOV19,Female,35–39 years,"1,218","2,344",695,463,414,145,101,201,"5,560"
NOV19,Female,40–44 years,979,"1,914",547,380,281,96,78,141,"4,401"
NOV19,Female,45–49 years,919,"1,601",412,304,221,85,43,121,"3,703"
NOV19,Female,50–54 years,573,"1,041",258,195,130,71,39,100,"2,405"
NOV19,Female,55–59 years,362,667,183,107,101,46,27,62,"1,553"
NOV19,Female,60–64 years,204,483,109,72,46,22,9,45,989
NOV19,Female,65+ years,275,676,106,99,33,41,8,36,"1,274"
NOV19,Female,All Females,"13,808","20,782","7,273","4,162","3,856","1,300",976,"2,015","54,055"
NOV19,Male,0–4 years,"1,159","1,361",746,319,317,38,105,159,"4,200"
NOV19,Male,5–9 years,823,"1,331",533,250,196,41,70,112,"3,351"
NOV19,Male,10–14 years,793,"1,053",459,229,191,26,49,208,"3,001"
NOV19,Male,15–17 years,707,661,278,130,178,51,35,109,"2,145"
NOV19,Male,18–19 years,561,539,255,100,140,62,45,61,"1,760"
NOV19,Male,20–24 years,"1,070","1,048",406,165,267,123,43,57,"3,173"
NOV19,Male,25–29 years,493,788,284,119,138,93,46,47,"2,000"
NOV19,Male,30–34 years,517,809,314,167,163,95,51,51,"2,153"
NOV19,Male,35–39 years,634,949,363,189,175,112,72,92,"2,573"
NOV19,Male,40–44 years,662,"1,025",359,180,163,108,64,81,"2,635"
NOV19,Male,45–49 years,724,951,327,185,139,109,59,67,"2,552"
NOV19,Male,50–54 years,568,689,266,139,104,79,45,74,"1,957"
NOV19,Male,55–59 years,385,458,162,93,79,61,29,61,"1,322"
NOV19,Male,60–64 years,193,292,113,69,50,26,21,37,800
NOV19,Male,65+ years,241,505,108,89,41,44,24,40,"1,091"
NOV19,Male,All Males,"9,530","12,459","4,973","2,423","2,341","1,068",758,"1,256","34,713"
NOV19,Total,0–4 years,"2,248","2,707","1,545",594,619,83,189,291,"8,271"
NOV19,Total,5–9 years,"1,594","2,567","1,171",479,393,71,126,266,"6,660"
NOV19,Total,10–14 years,"1,666","2,092",987,445,392,64,98,408,"6,143"
NOV19,Total,15–17 years,"1,896","1,479",736,385,450,160,106,268,"5,467"
NOV19,Total,18–19 years,"1,538","1,437",618,276,385,168,107,144,"4,660"
NOV19,Total,20–24 years,"2,954","3,185","1,184",586,835,319,162,257,"9,459"
NOV19,Total,25–29 years,"1,693","3,026","1,003",564,536,225,160,236,"7,421"
NOV19,Total,30–34 years,"1,812","3,153",994,692,610,233,167,243,"7,872"
NOV19,Total,35–39 years,"1,852","3,293","1,058",652,589,257,173,293,"8,133"
NOV19,Total,40–44 years,"1,641","2,939",906,560,444,204,142,222,"7,036"
NOV19,Total,45–49 years,"1,643","2,552",739,489,360,194,102,188,"6,255"
NOV19,Total,50–54 years,"1,141","1,730",524,334,234,150,84,174,"4,362"
NOV19,Total,55–59 years,747,"1,125",345,200,180,107,56,123,"2,875"
NOV19,Total,60–64 years,397,775,222,141,96,48,30,82,"1,789"
NOV19,Total,65+ years,516,"1,181",214,188,74,85,32,76,"2,365"
NOV19,Total,All Ages,"23,338","33,241","12,246","6,585","6,197","2,368","1,734","3,271","88,768"
OCT19,Female,0–4 years,"1,082","1,379",788,274,295,47,82,125,"4,071"
OCT19,Female,5–9 years,768,"1,265",591,229,196,23,51,156,"3,277"
OCT19,Female,10–14 years,855,"1,102",509,226,205,44,48,218,"3,206"
OCT19,Female,15–17 years,"1,103",798,446,246,280,113,75,140,"3,191"
OCT19,Female,18–19 years,993,972,369,180,246,119,66,91,"3,029"
OCT19,Female,20–24 years,"1,903","2,204",829,404,578,198,113,216,"6,420"
OCT19,Female,25–29 years,"1,200","2,293",697,411,419,130,121,185,"5,444"
OCT19,Female,30–34 years,"1,238","2,350",669,503,465,139,122,207,"5,683"
OCT19,Female,35–39 years,"1,213","2,325",687,476,417,152,95,199,"5,547"
OCT19,Female,40–44 years,965,"1,908",552,388,298,96,81,145,"4,418"
OCT19,Female,45–49 years,892,"1,609",456,307,223,91,47,125,"3,741"
OCT19,Female,50–54 years,576,"1,042",260,197,146,76,40,108,"2,440"
OCT19,Female,55–59 years,371,654,160,114,85,46,26,56,"1,512"
OCT19,Female,60–64 years,216,462,107,70,37,25,11,53,981
OCT19,Female,65+ years,265,713,103,82,40,36,7,40,"1,286"
OCT19,Female,All Females,"13,640","21,076","7,223","4,107","3,930","1,335",985,"2,064","54,246"
OCT19,Male,0–4 years,"1,178","1,428",723,299,321,40,104,150,"4,239"
OCT19,Male,5–9 years,832,"1,331",532,237,215,31,73,127,"3,375"
OCT19,Male,10–14 years,819,"1,042",449,193,212,20,46,217,"2,995"
OCT19,Male,15–17 years,681,683,294,129,170,47,39,137,"2,177"
OCT19,Male,18–19 years,560,542,233,97,152,73,45,52,"1,750"
OCT19,Male,20–24 years,"1,032","1,094",417,158,272,130,52,64,"3,211"
OCT19,Male,25–29 years,514,849,292,105,147,100,38,46,"2,082"
OCT19,Male,30–34 years,504,843,305,156,184,90,52,53,"2,179"
OCT19,Male,35–39 years,685,"1,031",349,212,184,111,64,98,"2,719"
OCT19,Male,40–44 years,673,"1,037",356,190,176,104,66,80,"2,673"
OCT19,Male,45–49 years,735,985,341,203,164,106,54,72,"2,646"
OCT19,Male,50–54 years,545,713,271,151,131,81,44,69,"2,000"
OCT19,Male,55–59 years,375,493,177,112,78,57,27,57,"1,372"
OCT19,Male,60–64 years,199,326,102,71,47,21,20,41,824
OCT19,Male,65+ years,245,539,104,94,51,45,24,45,"1,143"
OCT19,Male,All Males,"9,577","12,936","4,945","2,407","2,504","1,056",748,"1,308","35,385"
OCT19,Total,0–4 years,"2,260","2,807","1,511",573,616,87,186,275,"8,310"
OCT19,Total,5–9 years,"1,600","2,596","1,123",466,411,54,124,283,"6,652"
OCT19,Total,10–14 years,"1,674","2,144",958,419,417,64,94,435,"6,201"
OCT19,Total,15–17 years,"1,784","1,481",740,375,450,160,114,277,"5,368"
OCT19,Total,18–19 years,"1,553","1,514",602,277,398,192,111,143,"4,779"
OCT19,Total,20–24 years,"2,935","3,298","1,246",562,850,328,165,280,"9,631"
OCT19,Total,25–29 years,"1,714","3,142",989,516,566,230,159,231,"7,526"
OCT19,Total,30–34 years,"1,742","3,193",974,659,649,229,174,260,"7,862"
OCT19,Total,35–39 years,"1,898","3,356","1,036",688,601,263,159,297,"8,266"
OCT19,Total,40–44 years,"1,638","2,945",908,578,474,200,147,225,"7,091"
OCT19,Total,45–49 years,"1,627","2,594",797,510,387,197,101,197,"6,387"
OCT19,Total,50–54 years,"1,121","1,755",531,348,277,157,84,177,"4,440"
OCT19,Total,55–59 years,746,"1,147",337,226,163,103,53,113,"2,884"
OCT19,Total,60–64 years,415,788,209,141,84,46,31,94,"1,805"
OCT19,Total,65+ years,510,"1,252",207,176,91,81,31,85,"2,429"
OCT19,Total,All Ages,"23,217","34,012","12,168","6,514","6,434","2,391","1,733","3,372","89,631"
SEP19,Female,0–4 years,"1,077","1,320",785,291,320,54,77,135,"4,058"
SEP19,Female,5–9 years,772,"1,227",544,216,204,28,50,151,"3,191"
SEP19,Female,10–14 years,851,"1,018",491,228,186,44,43,205,"3,066"
SEP19,Female,15–17 years,"1,098",826,442,236,244,110,71,154,"3,175"
SEP19,Female,18–19 years,964,948,353,163,242,119,70,95,"2,949"
SEP19,Female,20–24 years,"1,877","2,160",780,394,550,211,99,207,"6,256"
SEP19,Female,25–29 years,"1,197","2,172",638,396,446,133,106,163,"5,232"
SEP19,Female,30–34 years,"1,248","2,291",692,497,469,137,110,193,"5,618"
SEP19,Female,35–39 years,"1,219","2,256",666,432,408,149,100,185,"5,404"
SEP19,Female,40–44 years,"1,013","1,818",519,347,292,107,73,141,"4,296"
SEP19,Female,45–49 years,879,"1,552",425,299,222,86,49,120,"3,624"
SEP19,Female,50–54 years,567,980,276,193,140,70,44,96,"2,360"
SEP19,Female,55–59 years,340,615,164,123,84,45,23,48,"1,441"
SEP19,Female,60–64 years,212,426,95,66,42,23,10,48,922
SEP19,Female,65+ years,280,651,108,85,51,38,6,38,"1,256"
SEP19,Female,All Females,"13,594","20,260","6,978","3,966","3,900","1,354",931,"1,979","52,848"
SEP19,Male,0–4 years,"1,195","1,378",746,311,305,44,103,142,"4,221"
SEP19,Male,5–9 years,816,"1,263",526,240,226,30,64,111,"3,275"
SEP19,Male,10–14 years,818,"1,057",452,208,204,20,41,206,"3,002"
SEP19,Male,15–17 years,707,653,303,129,176,51,47,146,"2,209"
SEP19,Male,18–19 years,546,539,243,106,138,72,45,49,"1,733"
SEP19,Male,20–24 years,"1,035","1,015",427,158,273,124,51,63,"3,142"
SEP19,Male,25–29 years,481,808,268,108,146,97,42,44,"1,986"
SEP19,Male,30–34 years,508,814,295,155,178,90,50,45,"2,126"
SEP19,Male,35–39 years,700,976,353,178,186,113,60,88,"2,644"
SEP19,Male,40–44 years,678,"1,007",359,180,187,101,55,72,"2,632"
SEP19,Male,45–49 years,736,938,336,185,154,112,51,65,"2,569"
SEP19,Male,50–54 years,554,718,267,142,138,81,37,64,"1,998"
SEP19,Male,55–59 years,374,459,177,95,82,54,31,57,"1,328"
SEP19,Male,60–64 years,214,288,114,64,43,24,20,38,804
SEP19,Male,65+ years,243,506,105,79,57,40,21,39,"1,089"
SEP19,Male,All Males,"9,605","12,419","4,971","2,338","2,493","1,053",718,"1,229","34,758"
SEP19,Total,0–4 years,"2,272","2,698","1,531",602,625,98,180,277,"8,279"
SEP19,Total,5–9 years,"1,588","2,490","1,070",456,430,58,114,262,"6,466"
SEP19,Total,10–14 years,"1,669","2,075",943,436,390,64,84,411,"6,068"
SEP19,Total,15–17 years,"1,805","1,479",745,365,420,161,118,300,"5,384"
