Table of contents,,,,,,,,,,,
"SHS clients, by state/territory, age group and sex, July 2017 to June 2021",,,,,,,,,,,
,,,,,,,,,,,
Month,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
NOV20,Female,25–29 years,"1,276","2,326",748,454,398,148,118,205,"5,659"
NOV20,Female,30–34 years,"1,298","2,460",747,472,481,167,123,203,"5,929"
NOV20,Female,35–39 years,"1,205","2,448",744,490,402,153,108,216,"5,749"
NOV20,Female,40–44 years,"1,031","1,963",604,377,301,72,78,157,"4,570"
NOV20,Female,45–49 years,880,"1,534",446,307,232,95,49,133,"3,670"
NOV20,Female,50–54 years,621,"1,060",303,212,147,61,33,88,"2,522"
NOV20,Female,55–59 years,353,665,176,136,81,41,19,79,"1,550"
NOV20,Female,60–64 years,249,398,119,85,53,25,9,49,984
NOV20,Female,65+ years,303,632,114,103,51,51,9,46,"1,309"
NOV20,Female,All Females,"14,343","20,435","7,549","4,244","3,837","1,381","1,069","2,136","54,885"
NOV20,Male,0–4 years,"1,237","1,142",749,275,297,52,97,177,"4,023"
NOV20,Male,5–9 years,962,"1,097",636,232,220,57,68,153,"3,421"
NOV20,Male,10–14 years,893,886,493,231,186,42,57,171,"2,958"
NOV20,Male,15–17 years,678,586,322,127,173,56,50,74,"2,065"
NOV20,Male,18–19 years,593,529,263,105,141,70,34,48,"1,777"
NOV20,Male,20–24 years,"1,092","1,139",357,180,263,122,61,63,"3,274"
NOV20,Male,25–29 years,477,973,275,123,138,103,46,49,"2,180"
NOV20,Male,30–34 years,485,"1,107",311,146,177,77,57,55,"2,408"
NOV20,Male,35–39 years,629,"1,271",403,185,223,105,59,70,"2,941"
NOV20,Male,40–44 years,662,"1,189",391,176,196,115,63,78,"2,866"
NOV20,Male,45–49 years,679,"1,100",377,170,184,103,68,54,"2,734"
NOV20,Male,50–54 years,556,797,283,173,124,79,47,85,"2,140"
NOV20,Male,55–59 years,333,532,190,110,102,63,33,65,"1,425"
NOV20,Male,60–64 years,213,306,116,73,44,39,22,42,854
NOV20,Male,65+ years,261,485,132,98,52,43,21,48,"1,140"
NOV20,Male,All Males,"9,750","13,139","5,298","2,404","2,520","1,126",783,"1,232","36,206"
NOV20,Total,0–4 years,"2,422","2,304","1,432",552,576,107,189,329,"7,902"
NOV20,Total,5–9 years,"1,858","2,163","1,257",440,422,102,148,309,"6,689"
NOV20,Total,10–14 years,"1,809","1,784","1,011",449,361,96,121,353,"5,981"
NOV20,Total,15–17 years,"1,743","1,350",801,394,423,158,128,205,"5,196"
NOV20,Total,18–19 years,"1,629","1,365",678,319,373,181,101,153,"4,790"
NOV20,Total,20–24 years,"3,121","3,362","1,189",604,816,323,203,297,"9,903"
NOV20,Total,25–29 years,"1,753","3,299","1,023",577,536,251,164,254,"7,839"
NOV20,Total,30–34 years,"1,783","3,567","1,058",618,658,244,180,258,"8,337"
NOV20,Total,35–39 years,"1,834","3,719","1,147",675,625,258,167,286,"8,690"
NOV20,Total,40–44 years,"1,693","3,152",995,553,497,187,141,235,"7,436"
NOV20,Total,45–49 years,"1,559","2,634",823,477,416,198,117,187,"6,404"
NOV20,Total,50–54 years,"1,177","1,857",586,385,271,140,80,173,"4,662"
NOV20,Total,55–59 years,686,"1,197",366,246,183,104,52,144,"2,975"
NOV20,Total,60–64 years,462,704,235,158,97,64,31,91,"1,838"
NOV20,Total,65+ years,564,"1,117",246,201,103,94,30,94,"2,449"
NOV20,Total,All Ages,"24,093","33,574","12,847","6,648","6,357","2,507","1,852","3,368","91,091"
OCT20,Female,0–4 years,"1,169","1,193",663,277,287,43,90,134,"3,852"
OCT20,Female,5–9 years,875,"1,065",607,208,205,43,81,137,"3,218"
OCT20,Female,10–14 years,860,898,533,215,189,53,63,182,"2,990"
OCT20,Female,15–17 years,"1,035",787,470,269,271,100,71,117,"3,112"
OCT20,Female,18–19 years,"1,014",853,407,198,245,109,69,103,"2,991"
OCT20,Female,20–24 years,"2,031","2,238",840,448,594,208,135,213,"6,692"
OCT20,Female,25–29 years,"1,266","2,302",735,456,384,140,128,189,"5,585"
OCT20,Female,30–34 years,"1,272","2,421",760,502,485,148,115,194,"5,879"
OCT20,Female,35–39 years,"1,216","2,341",754,483,394,136,97,220,"5,624"
OCT20,Female,40–44 years,990,"1,869",617,379,303,86,82,147,"4,460"
OCT20,Female,45–49 years,826,"1,519",452,304,247,92,53,120,"3,608"
OCT20,Female,50–54 years,594,"1,031",302,193,158,62,34,92,"2,463"
OCT20,Female,55–59 years,345,657,185,137,81,42,21,71,"1,537"
OCT20,Female,60–64 years,235,422,114,83,49,21,12,53,988
OCT20,Female,65+ years,294,594,124,111,53,44,11,43,"1,274"
OCT20,Female,All Females,"14,022","20,190","7,563","4,263","3,945","1,327","1,062","2,015","54,273"
OCT20,Male,0–4 years,"1,256","1,138",772,292,305,37,100,154,"4,050"
OCT20,Male,5–9 years,955,"1,102",602,238,210,46,72,141,"3,362"
OCT20,Male,10–14 years,829,840,493,255,193,41,59,193,"2,900"
OCT20,Male,15–17 years,643,578,336,143,156,57,53,93,"2,055"
OCT20,Male,18–19 years,594,527,244,104,145,71,33,50,"1,767"
OCT20,Male,20–24 years,"1,087","1,160",370,163,269,119,68,57,"3,290"
OCT20,Male,25–29 years,466,"1,003",303,118,135,102,52,51,"2,227"
OCT20,Male,30–34 years,484,"1,108",327,160,173,68,56,58,"2,428"
OCT20,Male,35–39 years,627,"1,272",421,184,233,97,59,67,"2,957"
OCT20,Male,40–44 years,631,"1,213",395,177,197,108,68,79,"2,867"
OCT20,Male,45–49 years,684,"1,137",414,187,186,104,70,61,"2,840"
OCT20,Male,50–54 years,539,779,295,181,126,86,54,79,"2,136"
OCT20,Male,55–59 years,349,535,187,111,100,60,34,63,"1,436"
OCT20,Male,60–64 years,223,305,112,63,43,39,22,42,847
OCT20,Male,65+ years,263,463,132,110,62,45,23,48,"1,144"
OCT20,Male,All Males,"9,630","13,160","5,403","2,486","2,533","1,080",823,"1,236","36,306"
OCT20,Total,0–4 years,"2,425","2,331","1,435",569,592,80,190,288,"7,902"
OCT20,Total,5–9 years,"1,830","2,167","1,209",446,415,89,153,278,"6,580"
OCT20,Total,10–14 years,"1,689","1,738","1,026",470,382,94,122,375,"5,890"
OCT20,Total,15–17 years,"1,678","1,365",806,412,427,157,124,210,"5,167"
OCT20,Total,18–19 years,"1,608","1,380",651,302,390,180,102,153,"4,758"
OCT20,Total,20–24 years,"3,118","3,398","1,210",611,863,327,203,270,"9,982"
OCT20,Total,25–29 years,"1,732","3,305","1,038",574,519,242,180,240,"7,812"
OCT20,Total,30–34 years,"1,756","3,529","1,087",662,658,216,171,252,"8,307"
OCT20,Total,35–39 years,"1,843","3,613","1,175",667,627,233,156,287,"8,581"
OCT20,Total,40–44 years,"1,621","3,082","1,012",556,500,194,150,226,"7,327"
OCT20,Total,45–49 years,"1,510","2,656",866,491,433,196,123,181,"6,448"
OCT20,Total,50–54 years,"1,133","1,810",597,374,284,148,88,171,"4,599"
OCT20,Total,55–59 years,694,"1,192",372,248,181,102,55,134,"2,973"
OCT20,Total,60–64 years,458,727,226,146,92,60,34,95,"1,835"
OCT20,Total,65+ years,557,"1,057",256,221,115,89,34,91,"2,418"
OCT20,Total,All Ages,"23,652","33,350","12,966","6,749","6,478","2,407","1,885","3,251","90,579"
SEP20,Female,0–4 years,"1,178","1,210",682,272,295,44,83,145,"3,907"
SEP20,Female,5–9 years,854,"1,051",593,199,209,44,75,148,"3,170"
SEP20,Female,10–14 years,860,858,516,195,194,46,66,161,"2,894"
SEP20,Female,15–17 years,"1,021",810,479,250,291,96,76,107,"3,121"
SEP20,Female,18–19 years,"1,026",848,420,186,242,110,67,105,"2,998"
SEP20,Female,20–24 years,"1,980","2,258",860,434,579,199,141,207,"6,646"
SEP20,Female,25–29 years,"1,254","2,314",753,448,432,155,122,180,"5,643"
SEP20,Female,30–34 years,"1,258","2,435",750,476,478,155,122,192,"5,854"
SEP20,Female,35–39 years,"1,207","2,390",737,476,410,136,98,228,"5,665"
SEP20,Female,40–44 years,"1,000","1,894",640,355,304,82,81,146,"4,494"
SEP20,Female,45–49 years,814,"1,478",467,295,262,84,52,126,"3,573"
SEP20,Female,50–54 years,604,"1,115",297,190,148,63,36,98,"2,550"
SEP20,Female,55–59 years,338,664,193,137,87,46,20,77,"1,558"
SEP20,Female,60–64 years,231,439,120,81,51,18,12,50,"1,002"
SEP20,Female,65+ years,302,600,120,94,50,45,12,39,"1,262"
SEP20,Female,All Females,"13,927","20,364","7,627","4,088","4,032","1,323","1,063","2,009","54,337"
SEP20,Male,0–4 years,"1,251","1,166",754,262,307,38,107,152,"4,036"
SEP20,Male,5–9 years,960,"1,141",608,223,203,44,78,142,"3,398"
SEP20,Male,10–14 years,822,857,471,204,190,41,61,178,"2,824"
SEP20,Male,15–17 years,639,585,333,124,175,59,58,67,"2,038"
SEP20,Male,18–19 years,574,518,243,100,139,69,30,50,"1,720"
SEP20,Male,20–24 years,"1,100","1,162",375,156,259,121,70,54,"3,296"
SEP20,Male,25–29 years,459,"1,018",335,112,142,92,41,46,"2,241"
SEP20,Male,30–34 years,528,"1,105",342,152,191,80,60,57,"2,503"
SEP20,Male,35–39 years,635,"1,231",442,178,262,98,66,65,"2,971"
SEP20,Male,40–44 years,655,"1,234",413,174,206,102,71,84,"2,934"
SEP20,Male,45–49 years,678,"1,140",431,181,192,105,67,59,"2,849"
SEP20,Male,50–54 years,564,784,302,157,137,85,58,79,"2,163"
SEP20,Male,55–59 years,359,557,178,96,103,59,38,64,"1,453"
SEP20,Male,60–64 years,207,334,121,66,47,37,18,43,871
SEP20,Male,65+ years,248,461,127,94,64,47,18,45,"1,104"
SEP20,Male,All Males,"9,679","13,293","5,475","2,279","2,617","1,077",841,"1,185","36,401"
SEP20,Total,0–4 years,"2,429","2,376","1,436",534,602,82,190,297,"7,943"
SEP20,Total,5–9 years,"1,814","2,192","1,201",422,412,88,153,290,"6,568"
SEP20,Total,10–14 years,"1,682","1,715",987,399,384,87,127,339,"5,718"
SEP20,Total,15–17 years,"1,660","1,395",812,374,466,155,134,174,"5,159"
SEP20,Total,18–19 years,"1,600","1,366",663,286,381,179,97,155,"4,718"
SEP20,Total,20–24 years,"3,080","3,420","1,235",590,838,320,211,261,"9,942"
SEP20,Total,25–29 years,"1,713","3,332","1,088",560,574,247,163,226,"7,884"
SEP20,Total,30–34 years,"1,786","3,540","1,092",628,669,235,182,249,"8,357"
SEP20,Total,35–39 years,"1,842","3,621","1,179",654,672,234,164,293,"8,636"
SEP20,Total,40–44 years,"1,655","3,128","1,053",529,510,184,152,230,"7,428"
SEP20,Total,45–49 years,"1,492","2,618",898,476,454,189,119,185,"6,422"
SEP20,Total,50–54 years,"1,168","1,899",599,347,285,148,94,177,"4,713"
SEP20,Total,55–59 years,697,"1,221",371,233,190,105,58,141,"3,011"
SEP20,Total,60–64 years,438,773,241,147,98,55,30,93,"1,873"
SEP20,Total,65+ years,550,"1,061",247,188,114,92,30,84,"2,366"
SEP20,Total,All Ages,"23,606","33,657","13,102","6,367","6,649","2,400","1,904","3,194","90,738"
AUG20,Female,0–4 years,"1,149","1,198",682,261,248,47,84,133,"3,801"
AUG20,Female,5–9 years,846,"1,049",581,191,197,39,82,131,"3,112"
AUG20,Female,10–14 years,810,835,478,182,183,39,62,157,"2,746"
AUG20,Female,15–17 years,"1,021",789,439,240,257,100,67,124,"3,035"
AUG20,Female,18–19 years,"1,006",876,371,175,232,101,59,83,"2,900"
AUG20,Female,20–24 years,"1,932","2,205",835,413,558,202,145,181,"6,460"
AUG20,Female,25–29 years,"1,204","2,228",732,427,420,145,118,171,"5,428"
AUG20,Female,30–34 years,"1,169","2,386",728,458,466,149,127,177,"5,647"
AUG20,Female,35–39 years,"1,132","2,281",719,465,410,140,98,215,"5,447"
AUG20,Female,40–44 years,948,"1,898",585,330,317,78,88,139,"4,380"
AUG20,Female,45–49 years,787,"1,453",440,266,249,79,47,141,"3,456"
AUG20,Female,50–54 years,574,"1,031",309,168,152,62,43,82,"2,418"
AUG20,Female,55–59 years,315,638,192,113,101,43,17,74,"1,490"
AUG20,Female,60–64 years,222,428,107,66,53,24,13,48,961
AUG20,Female,65+ years,297,594,118,96,49,41,14,42,"1,251"
AUG20,Female,All Females,"13,412","19,889","7,316","3,851","3,892","1,289","1,064","1,898","52,532"
AUG20,Male,0–4 years,"1,246","1,172",732,272,292,50,109,123,"3,995"
AUG20,Male,5–9 years,898,"1,126",567,210,187,44,79,114,"3,221"
AUG20,Male,10–14 years,757,861,448,184,163,42,58,141,"2,653"
AUG20,Male,15–17 years,647,576,294,117,163,63,48,76,"1,983"
AUG20,Male,18–19 years,566,512,238,96,139,71,31,44,"1,696"
AUG20,Male,20–24 years,"1,046","1,091",353,150,267,125,59,53,"3,141"
AUG20,Male,25–29 years,429,957,311,96,154,83,51,37,"2,115"
AUG20,Male,30–34 years,486,"1,095",313,129,193,80,51,56,"2,395"
AUG20,Male,35–39 years,594,"1,206",452,174,237,96,61,61,"2,876"
AUG20,Male,40–44 years,596,"1,176",401,165,214,98,67,98,"2,810"
AUG20,Male,45–49 years,643,"1,059",405,178,204,105,62,60,"2,708"
AUG20,Male,50–54 years,538,759,291,141,153,79,55,77,"2,091"
AUG20,Male,55–59 years,358,519,176,110,112,53,41,62,"1,428"
AUG20,Male,60–64 years,207,314,126,70,52,31,16,47,862
AUG20,Male,65+ years,226,471,127,99,62,41,16,51,"1,092"
AUG20,Male,All Males,"9,237","12,894","5,234","2,191","2,592","1,061",804,"1,100","35,066"
AUG20,Total,0–4 years,"2,395","2,370","1,414",533,540,97,193,256,"7,796"
AUG20,Total,5–9 years,"1,744","2,175","1,148",401,384,83,161,245,"6,333"
AUG20,Total,10–14 years,"1,567","1,696",926,366,346,81,120,298,"5,399"
AUG20,Total,15–17 years,"1,668","1,365",733,357,420,163,115,200,"5,018"
AUG20,Total,18–19 years,"1,572","1,388",609,271,371,172,90,127,"4,596"
AUG20,Total,20–24 years,"2,978","3,296","1,188",563,825,327,204,234,"9,601"
AUG20,Total,25–29 years,"1,633","3,185","1,043",523,574,228,169,208,"7,543"
AUG20,Total,30–34 years,"1,655","3,481","1,041",587,659,229,178,233,"8,042"
AUG20,Total,35–39 years,"1,726","3,487","1,171",639,647,236,159,276,"8,323"
AUG20,Total,40–44 years,"1,544","3,074",986,495,531,176,155,237,"7,190"
AUG20,Total,45–49 years,"1,430","2,512",845,444,453,184,109,201,"6,164"
AUG20,Total,50–54 years,"1,112","1,790",600,309,305,141,98,159,"4,509"
AUG20,Total,55–59 years,673,"1,157",368,223,213,96,58,136,"2,918"
AUG20,Total,60–64 years,429,742,233,136,105,55,29,95,"1,823"
AUG20,Total,65+ years,523,"1,065",245,195,111,82,30,93,"2,343"
AUG20,Total,All Ages,"22,649","32,783","12,550","6,042","6,484","2,350","1,868","2,998","87,598"
JUL20,Female,0–4 years,"1,146","1,231",665,258,287,55,81,131,"3,851"
JUL20,Female,5–9 years,843,"1,060",530,196,220,35,80,120,"3,079"
JUL20,Female,10–14 years,779,849,462,176,186,39,60,158,"2,708"
JUL20,Female,15–17 years,"1,031",795,427,220,269,90,73,122,"3,020"
JUL20,Female,18–19 years,"1,029",899,384,178,245,104,60,76,"2,972"
JUL20,Female,20–24 years,"1,952","2,176",844,400,585,185,139,188,"6,451"
JUL20,Female,25–29 years,"1,225","2,262",730,425,405,138,122,187,"5,471"
JUL20,Female,30–34 years,"1,160","2,432",724,466,469,152,124,186,"5,695"
JUL20,Female,35–39 years,"1,099","2,291",734,451,430,134,100,185,"5,406"
JUL20,Female,40–44 years,935,"1,919",588,344,304,81,93,122,"4,379"
JUL20,Female,45–49 years,771,"1,504",450,274,239,78,44,136,"3,488"
JUL20,Female,50–54 years,578,"1,111",313,179,152,61,40,86,"2,517"
JUL20,Female,55–59 years,303,666,173,116,103,39,18,63,"1,479"
JUL20,Female,60–64 years,207,437,99,64,54,27,15,46,949
JUL20,Female,65+ years,291,647,108,98,50,37,15,35,"1,280"
JUL20,Female,All Females,"13,349","20,279","7,231","3,845","3,998","1,255","1,064","1,841","52,745"
JUL20,Male,0–4 years,"1,245","1,206",685,258,306,39,111,128,"3,974"
JUL20,Male,5–9 years,872,"1,169",533,222,208,39,79,115,"3,232"
JUL20,Male,10–14 years,748,879,414,193,189,33,61,146,"2,661"
JUL20,Male,15–17 years,649,586,312,121,160,55,48,93,"2,023"
JUL20,Male,18–19 years,569,509,238,89,128,75,30,49,"1,687"
JUL20,Male,20–24 years,"1,039","1,094",383,151,276,122,65,45,"3,173"
JUL20,Male,25–29 years,460,923,330,98,162,79,57,42,"2,148"
JUL20,Male,30–34 years,481,984,322,142,202,82,54,59,"2,318"
JUL20,Male,35–39 years,616,"1,189",449,175,231,92,69,60,"2,871"
JUL20,Male,40–44 years,606,"1,146",429,156,217,96,74,85,"2,805"
JUL20,Male,45–49 years,671,"1,044",390,172,203,113,70,63,"2,711"
JUL20,Male,50–54 years,551,753,296,154,139,77,56,71,"2,094"
JUL20,Male,55–59 years,353,503,162,106,97,59,38,59,"1,372"
JUL20,Male,60–64 years,210,313,121,60,54,27,17,44,845
JUL20,Male,65+ years,238,506,115,91,65,38,19,52,"1,124"
JUL20,Male,All Males,"9,308","12,804","5,179","2,188","2,637","1,026",848,"1,111","35,038"
JUL20,Total,0–4 years,"2,391","2,437","1,350",516,593,94,192,259,"7,825"
JUL20,Total,5–9 years,"1,715","2,229","1,063",418,428,74,159,235,"6,311"
JUL20,Total,10–14 years,"1,527","1,728",876,369,375,72,121,304,"5,369"
JUL20,Total,15–17 years,"1,680","1,381",739,341,429,145,121,215,"5,043"
JUL20,Total,18–19 years,"1,598","1,408",622,267,373,179,90,125,"4,659"
JUL20,Total,20–24 years,"2,991","3,270","1,227",551,861,307,204,233,"9,624"
JUL20,Total,25–29 years,"1,685","3,185","1,060",523,567,217,179,229,"7,619"
JUL20,Total,30–34 years,"1,641","3,416","1,046",608,671,234,178,245,"8,013"
JUL20,Total,35–39 years,"1,715","3,480","1,183",626,661,226,169,245,"8,277"
JUL20,Total,40–44 years,"1,541","3,065","1,017",500,521,177,167,207,"7,184"
JUL20,Total,45–49 years,"1,442","2,548",840,446,442,191,114,199,"6,199"
JUL20,Total,50–54 years,"1,129","1,864",609,333,291,138,96,157,"4,611"
JUL20,Total,55–59 years,656,"1,169",335,222,200,98,56,122,"2,851"
JUL20,Total,60–64 years,417,750,220,124,108,54,32,90,"1,794"
JUL20,Total,65+ years,529,"1,153",223,189,115,75,34,87,"2,404"
JUL20,Total,All Ages,"22,657","33,083","12,410","6,033","6,635","2,281","1,912","2,952","87,783"
JUN20,Female,0–4 years,"1,153","1,213",676,243,301,54,89,146,"3,874"
JUN20,Female,5–9 years,834,"1,083",586,172,224,30,84,142,"3,149"
JUN20,Female,10–14 years,835,882,462,185,216,39,59,162,"2,838"
JUN20,Female,15–17 years,"1,085",771,426,208,263,88,71,124,"3,034"
JUN20,Female,18–19 years,"1,025",867,368,182,229,109,62,85,"2,922"
JUN20,Female,20–24 years,"1,915","2,229",847,410,571,196,137,197,"6,486"
JUN20,Female,25–29 years,"1,228","2,294",734,373,408,130,129,189,"5,473"
JUN20,Female,30–34 years,"1,187","2,501",723,454,473,153,119,190,"5,783"
JUN20,Female,35–39 years,"1,144","2,316",754,442,427,149,104,192,"5,511"
JUN20,Female,40–44 years,949,"1,911",598,340,309,77,94,152,"4,422"
JUN20,Female,45–49 years,830,"1,513",438,275,235,77,44,142,"3,551"
JUN20,Female,50–54 years,562,"1,107",320,183,157,65,38,76,"2,505"
JUN20,Female,55–59 years,311,658,183,118,89,39,21,60,"1,477"
JUN20,Female,60–64 years,225,420,95,78,54,20,15,47,953
JUN20,Female,65+ years,288,656,119,95,47,42,15,38,"1,300"
JUN20,Female,All Females,"13,571","20,421","7,329","3,758","4,003","1,268","1,081","1,942","53,278"
JUN20,Male,0–4 years,"1,265","1,272",688,255,286,47,115,153,"4,077"
JUN20,Male,5–9 years,900,"1,200",518,229,214,48,87,130,"3,322"
JUN20,Male,10–14 years,793,928,408,214,199,31,60,137,"2,766"
JUN20,Male,15–17 years,663,598,297,135,170,66,52,91,"2,068"
JUN20,Male,18–19 years,604,513,249,92,123,70,30,48,"1,727"
JUN20,Male,20–24 years,"1,043","1,054",395,148,260,110,58,46,"3,110"
JUN20,Male,25–29 years,463,877,320,120,173,82,58,46,"2,138"
JUN20,Male,30–34 years,466,961,352,145,191,84,65,57,"2,314"
JUN20,Male,35–39 years,599,"1,138",469,182,231,92,75,56,"2,834"
JUN20,Male,40–44 years,620,"1,143",453,181,231,87,80,80,"2,869"
JUN20,Male,45–49 years,676,"1,046",411,186,211,113,73,68,"2,770"
JUN20,Male,50–54 years,579,760,300,153,149,78,52,77,"2,147"
JUN20,Male,55–59 years,358,502,167,99,90,61,33,64,"1,371"
JUN20,Male,60–64 years,200,316,116,73,48,27,20,47,847
JUN20,Male,65+ years,257,536,117,92,56,40,19,49,"1,166"
JUN20,Male,All Males,"9,486","12,844","5,260","2,304","2,632","1,036",877,"1,149","35,526"
JUN20,Total,0–4 years,"2,418","2,485","1,364",498,587,101,204,299,"7,951"
JUN20,Total,5–9 years,"1,734","2,283","1,104",401,438,78,171,272,"6,471"
JUN20,Total,10–14 years,"1,628","1,810",870,399,415,70,119,299,"5,604"
JUN20,Total,15–17 years,"1,748","1,369",723,343,433,154,123,215,"5,102"
JUN20,Total,18–19 years,"1,629","1,380",617,274,352,179,92,133,"4,649"
JUN20,Total,20–24 years,"2,958","3,283","1,242",558,831,306,195,243,"9,596"
JUN20,Total,25–29 years,"1,691","3,171","1,054",493,581,212,187,235,"7,611"
JUN20,Total,30–34 years,"1,653","3,462","1,075",599,664,237,184,247,"8,097"
JUN20,Total,35–39 years,"1,743","3,454","1,223",624,658,241,179,248,"8,345"
JUN20,Total,40–44 years,"1,569","3,054","1,051",521,540,164,174,232,"7,291"
JUN20,Total,45–49 years,"1,506","2,559",849,461,446,190,117,210,"6,321"
JUN20,Total,50–54 years,"1,141","1,867",620,336,306,143,90,153,"4,652"
JUN20,Total,55–59 years,669,"1,160",350,217,179,100,54,124,"2,848"
JUN20,Total,60–64 years,425,736,211,151,102,47,35,94,"1,800"
JUN20,Total,65+ years,545,"1,192",236,187,103,82,34,87,"2,466"
JUN20,Total,All Ages,"23,057","33,265","12,589","6,062","6,635","2,304","1,958","3,091","88,804"
MAY20,Female,0–4 years,"1,110","1,203",674,240,276,54,93,160,"3,810"
MAY20,Female,5–9 years,801,"1,093",570,184,200,29,80,179,"3,133"
MAY20,Female,10–14 years,831,869,500,169,176,39,57,189,"2,828"
MAY20,Female,15–17 years,"1,030",761,439,204,258,88,70,152,"2,998"
MAY20,Female,18–19 years,"1,013",886,357,184,243,102,65,92,"2,937"
MAY20,Female,20–24 years,"1,888","2,147",788,412,590,194,129,187,"6,322"
MAY20,Female,25–29 years,"1,239","2,221",713,363,392,129,141,163,"5,348"
MAY20,Female,30–34 years,"1,161","2,505",692,449,439,147,112,181,"5,674"
MAY20,Female,35–39 years,"1,151","2,338",744,432,444,149,109,180,"5,525"
MAY20,Female,40–44 years,954,"1,919",566,338,315,88,88,144,"4,405"
MAY20,Female,45–49 years,835,"1,498",427,283,250,77,42,127,"3,531"
MAY20,Female,50–54 years,554,"1,048",288,168,150,71,38,80,"2,393"
MAY20,Female,55–59 years,323,608,188,92,94,43,25,61,"1,433"
MAY20,Female,60–64 years,199,417,107,58,46,23,13,45,908
MAY20,Female,65+ years,269,674,113,75,51,37,16,35,"1,270"
MAY20,Female,All Females,"13,358","20,187","7,166","3,651","3,924","1,270","1,078","1,975","52,515"
MAY20,Male,0–4 years,"1,236","1,298",671,253,286,49,121,165,"4,078"
MAY20,Male,5–9 years,845,"1,184",514,213,188,42,84,165,"3,231"
MAY20,Male,10–14 years,765,935,413,201,177,33,60,150,"2,730"
MAY20,Male,15–17 years,669,570,293,119,158,60,47,106,"2,018"
MAY20,Male,18–19 years,542,520,241,85,139,60,34,51,"1,671"
MAY20,Male,20–24 years,"1,020","1,042",378,143,255,109,53,50,"3,044"
MAY20,Male,25–29 years,446,856,306,110,157,99,50,40,"2,059"
MAY20,Male,30–34 years,479,"1,007",338,131,186,82,62,50,"2,331"
MAY20,Male,35–39 years,613,"1,105",435,166,214,89,75,56,"2,744"
MAY20,Male,40–44 years,614,"1,132",409,148,218,88,84,75,"2,756"
MAY20,Male,45–49 years,651,"1,046",385,169,202,107,60,63,"2,668"
MAY20,Male,50–54 years,574,761,281,140,157,88,57,77,"2,133"
MAY20,Male,55–59 years,350,504,177,86,88,55,34,59,"1,345"
MAY20,Male,60–64 years,198,325,108,64,46,26,23,49,839
MAY20,Male,65+ years,242,529,113,79,52,39,19,47,"1,118"
MAY20,Male,All Males,"9,244","12,814","5,062","2,107","2,523","1,026",863,"1,203","34,765"
MAY20,Total,0–4 years,"2,346","2,501","1,345",493,562,103,214,325,"7,888"
MAY20,Total,5–9 years,"1,646","2,277","1,084",397,388,71,164,344,"6,364"
MAY20,Total,10–14 years,"1,596","1,804",913,370,353,72,117,339,"5,558"
MAY20,Total,15–17 years,"1,699","1,331",732,323,416,148,117,258,"5,016"
MAY20,Total,18–19 years,"1,555","1,406",598,269,382,162,99,143,"4,608"
MAY20,Total,20–24 years,"2,908","3,189","1,166",555,845,303,182,237,"9,366"
MAY20,Total,25–29 years,"1,685","3,077","1,019",473,549,228,191,203,"7,407"
MAY20,Total,30–34 years,"1,640","3,512","1,030",580,625,229,174,231,"8,005"
MAY20,Total,35–39 years,"1,764","3,443","1,179",598,658,238,184,236,"8,269"
MAY20,Total,40–44 years,"1,568","3,051",975,486,533,176,172,219,"7,161"
MAY20,Total,45–49 years,"1,486","2,544",812,452,452,184,102,190,"6,199"
MAY20,Total,50–54 years,"1,128","1,809",569,308,307,159,95,157,"4,526"
MAY20,Total,55–59 years,673,"1,112",365,178,182,98,59,120,"2,778"
MAY20,Total,60–64 years,397,742,215,122,92,49,36,94,"1,747"
MAY20,Total,65+ years,511,"1,203",226,154,103,76,35,82,"2,388"
MAY20,Total,All Ages,"22,602","33,001","12,228","5,758","6,447","2,296","1,941","3,178","87,280"
APR20,Female,0–4 years,"1,097","1,255",725,227,273,46,101,161,"3,884"
APR20,Female,5–9 years,827,"1,135",603,162,188,32,79,185,"3,207"
APR20,Female,10–14 years,857,891,540,164,159,39,56,197,"2,900"
APR20,Female,15–17 years,"1,064",788,430,210,233,87,76,157,"3,037"
APR20,Female,18–19 years,977,848,347,179,231,97,61,87,"2,819"
APR20,Female,20–24 years,"1,861","2,224",781,405,588,178,121,183,"6,329"
APR20,Female,25–29 years,"1,269","2,200",688,335,408,131,143,154,"5,316"
APR20,Female,30–34 years,"1,176","2,503",686,441,459,147,109,187,"5,696"
APR20,Female,35–39 years,"1,116","2,303",704,400,429,151,101,173,"5,360"
APR20,Female,40–44 years,979,"1,992",574,337,312,88,87,131,"4,489"
APR20,Female,45–49 years,852,"1,523",430,270,251,76,42,136,"3,572"
APR20,Female,50–54 years,551,"1,086",289,162,157,80,37,87,"2,445"
APR20,Female,55–59 years,305,641,174,88,91,41,25,55,"1,418"
APR20,Female,60–64 years,200,411,113,66,54,23,11,51,929
APR20,Female,65+ years,290,660,111,74,56,40,12,34,"1,277"
APR20,Female,All Females,"13,421","20,460","7,195","3,520","3,889","1,256","1,061","1,978","52,678"
APR20,Male,0–4 years,"1,221","1,272",706,237,307,48,124,149,"4,062"
APR20,Male,5–9 years,873,"1,179",572,195,181,41,89,170,"3,298"
APR20,Male,10–14 years,779,952,480,187,164,33,63,176,"2,831"
APR20,Male,15–17 years,673,623,290,118,144,53,45,93,"2,039"
